threshold,tp,fp,fn,precision,recall,f1
0.8435295820236206,1,0,163,1.0,0.006097560975609756,0.012121212121212121
0.8413152694702148,2,0,162,1.0,0.012195121951219513,0.024096385542168676
0.8359615802764893,3,0,161,1.0,0.018292682926829267,0.03592814371257485
0.835837721824646,4,0,160,1.0,0.024390243902439025,0.047619047619047616
0.829006016254425,5,0,159,1.0,0.03048780487804878,0.05917159763313609
0.8280247449874878,6,0,158,1.0,0.036585365853658534,0.07058823529411765
0.8175867795944214,7,0,157,1.0,0.042682926829268296,0.08187134502923978
0.8094392418861389,8,0,156,1.0,0.04878048780487805,0.09302325581395349
0.8082526922225952,9,0,155,1.0,0.054878048780487805,0.10404624277456646
0.8039793372154236,10,0,154,1.0,0.06097560975609756,0.11494252873563218
0.8019105195999146,11,0,153,1.0,0.06707317073170732,0.12571428571428572
0.8014939427375793,12,0,152,1.0,0.07317073170731707,0.13636363636363635
0.7979823350906372,13,0,151,1.0,0.07926829268292683,0.14689265536723162
0.7915159463882446,14,0,150,1.0,0.08536585365853659,0.15730337078651685
0.7907201647758484,15,0,149,1.0,0.09146341463414634,0.16759776536312848
0.7881507277488708,16,0,148,1.0,0.0975609756097561,0.17777777777777776
0.7870653867721558,17,0,147,1.0,0.10365853658536585,0.18784530386740328
0.7833502292633057,17,1,147,0.9444444444444444,0.10365853658536585,0.1868131868131868
0.7763199210166931,18,1,146,0.9473684210526315,0.10975609756097561,0.19672131147540986
0.7761778235435486,19,1,145,0.95,0.11585365853658537,0.20652173913043478
0.769416868686676,20,1,144,0.9523809523809523,0.12195121951219512,0.21621621621621623
0.7671332359313965,21,1,143,0.9545454545454546,0.12804878048780488,0.22580645161290325
0.7655948996543884,22,1,142,0.9565217391304348,0.13414634146341464,0.23529411764705888
0.7648595571517944,23,1,141,0.9583333333333334,0.1402439024390244,0.24468085106382984
0.7632672786712646,24,1,140,0.96,0.14634146341463414,0.25396825396825395
0.7616549134254456,25,1,139,0.9615384615384616,0.1524390243902439,0.2631578947368421
0.7564060091972351,26,1,138,0.9629629629629629,0.15853658536585366,0.27225130890052357
0.7562753558158875,27,1,137,0.9642857142857143,0.16463414634146342,0.28125
0.7548848390579224,28,1,136,0.9655172413793104,0.17073170731707318,0.2901554404145078
0.743647575378418,28,2,136,0.9333333333333333,0.17073170731707318,0.288659793814433
0.741340160369873,29,2,135,0.9354838709677419,0.17682926829268292,0.29743589743589743
0.7367690801620483,30,2,134,0.9375,0.18292682926829268,0.30612244897959184
0.7359245419502258,31,2,133,0.9393939393939394,0.18902439024390244,0.3147208121827411
0.7350012063980103,32,2,132,0.9411764705882353,0.1951219512195122,0.32323232323232326
0.7292324900627136,33,2,131,0.9428571428571428,0.20121951219512196,0.3316582914572865
0.7249141335487366,34,2,130,0.9444444444444444,0.2073170731707317,0.33999999999999997
0.7213050127029419,35,2,129,0.9459459459459459,0.21341463414634146,0.34825870646766166
0.7207848429679871,36,2,128,0.9473684210526315,0.21951219512195122,0.3564356435643564
0.7186928391456604,37,2,127,0.9487179487179487,0.22560975609756098,0.3645320197044335
0.718092679977417,38,2,126,0.95,0.23170731707317074,0.37254901960784315
0.7169354557991028,39,2,125,0.9512195121951219,0.23780487804878048,0.3804878048780488
0.7164986729621887,40,2,124,0.9523809523809523,0.24390243902439024,0.3883495145631068
0.7142108082771301,41,2,123,0.9534883720930233,0.25,0.39613526570048313
0.7132854461669922,42,2,122,0.9545454545454546,0.25609756097560976,0.40384615384615385
0.7125149369239807,43,2,121,0.9555555555555556,0.2621951219512195,0.41148325358851673
