threshold,tp,fp,fn,precision,recall,f1
0.5360877513885498,1,0,56,1.0,0.017543859649122806,0.034482758620689655
0.4747619032859802,2,0,55,1.0,0.03508771929824561,0.06779661016949151
0.4732232093811035,3,0,54,1.0,0.05263157894736842,0.1
0.4693179130554199,4,0,53,1.0,0.07017543859649122,0.13114754098360656
0.4661939442157745,5,0,52,1.0,0.08771929824561403,0.16129032258064516
0.4578488767147064,6,0,51,1.0,0.10526315789473684,0.1904761904761905
0.4247555732727051,7,0,50,1.0,0.12280701754385964,0.21875
0.4236979782581329,8,0,49,1.0,0.14035087719298245,0.24615384615384614
0.4210299253463745,9,0,48,1.0,0.15789473684210525,0.2727272727272727
0.4143934547901153,10,0,47,1.0,0.17543859649122806,0.29850746268656714
0.4053966999053955,11,0,46,1.0,0.19298245614035087,0.3235294117647059
0.3673917651176452,12,0,45,1.0,0.21052631578947367,0.34782608695652173
0.3661378026008606,13,0,44,1.0,0.22807017543859648,0.3714285714285714
0.3655517995357513,14,0,43,1.0,0.24561403508771928,0.3943661971830986
0.3527221083641052,15,0,42,1.0,0.2631578947368421,0.4166666666666667
0.3525148928165436,16,0,41,1.0,0.2807017543859649,0.4383561643835616
0.3505638241767883,17,0,40,1.0,0.2982456140350877,0.45945945945945943
0.3458435535430908,18,0,39,1.0,0.3157894736842105,0.4799999999999999
0.3289708793163299,18,1,39,0.9473684210526315,0.3157894736842105,0.47368421052631576
0.3222021758556366,19,1,38,0.95,0.3333333333333333,0.4935064935064935
0.3155934512615204,20,1,37,0.9523809523809523,0.3508771929824561,0.5128205128205128
0.3066869974136352,21,1,36,0.9545454545454546,0.3684210526315789,0.5316455696202531
0.2971957623958587,22,1,35,0.9565217391304348,0.38596491228070173,0.5499999999999999
0.2764545381069183,23,1,34,0.9583333333333334,0.40350877192982454,0.5679012345679012
0.270713597536087,23,2,34,0.92,0.40350877192982454,0.5609756097560975
0.268494576215744,24,2,33,0.9230769230769231,0.42105263157894735,0.5783132530120482
0.2669624090194702,25,2,32,0.9259259259259259,0.43859649122807015,0.5952380952380952
0.2617975175380707,26,2,31,0.9285714285714286,0.45614035087719296,0.611764705882353
0.2462213039398193,27,2,30,0.9310344827586207,0.47368421052631576,0.627906976744186
0.2363988161087036,28,2,29,0.9333333333333333,0.49122807017543857,0.6436781609195402
0.2198859751224517,29,2,28,0.9354838709677419,0.5087719298245614,0.6590909090909092
0.2077094465494156,30,2,27,0.9375,0.5263157894736842,0.6741573033707865
0.1998534500598907,30,3,27,0.9090909090909091,0.5263157894736842,0.6666666666666666
0.1968683898448944,31,3,26,0.9117647058823529,0.543859649122807,0.6813186813186813
0.182968407869339,31,4,26,0.8857142857142857,0.543859649122807,0.673913043478261
0.1709802597761154,32,4,25,0.8888888888888888,0.5614035087719298,0.6881720430107527
0.1483321040868759,33,4,24,0.8918918918918919,0.5789473684210527,0.7021276595744681
0.1333386451005935,34,4,23,0.8947368421052632,0.5964912280701754,0.7157894736842105
0.1049787849187851,35,4,22,0.8974358974358975,0.6140350877192983,0.7291666666666667
0.0865156650543212,35,5,22,0.875,0.6140350877192983,0.7216494845360825
0.083524502813816,35,6,22,0.8536585365853658,0.6140350877192983,0.7142857142857142
0.0545885451138019,36,6,21,0.8571428571428571,0.631578947368421,0.7272727272727273
0.0354458689689636,36,7,21,0.8372093023255814,0.631578947368421,0.72
0.0304856747388839,37,7,20,0.8409090909090909,0.6491228070175439,0.7326732673267327
