threshold,tp,fp,fn,precision,recall,f1
0.9749448895,544,434,287,0.5562372188,0.6546329723,0.6014372582
0.9749232531,545,434,286,0.5566905005,0.6558363418,0.6022099448
0.9749169946,547,434,284,0.5575942915,0.6582430806,0.6037527594
0.9749115705,548,434,283,0.5580448065,0.6594464501,0.6045228902
0.9747937322,548,435,283,0.5574771109,0.6594464501,0.6041896362
0.9747918248,548,436,283,0.5569105691,0.6594464501,0.6038567493
0.9747917056,548,437,283,0.5563451777,0.6594464501,0.6035242291
0.9747773409,548,438,283,0.5557809331,0.6594464501,0.6031920748
0.9747715592,549,438,282,0.5562310030,0.6606498195,0.6039603960
0.9747353196,549,439,282,0.5556680162,0.6606498195,0.6036283672
0.9747346044,549,440,282,0.5551061678,0.6606498195,0.6032967033
0.9747329354,550,440,281,0.5555555556,0.6618531889,0.6040637013
0.9747289419,551,440,280,0.5560040363,0.6630565584,0.6048298573
0.9747135639,552,440,279,0.5564516129,0.6642599278,0.6055951728
0.9747130871,553,440,278,0.5568982880,0.6654632972,0.6063596491
0.9746637344,554,440,277,0.5573440644,0.6666666667,0.6071232877
0.9746330380,555,440,276,0.5577889447,0.6678700361,0.6078860898
0.9745860100,556,440,275,0.5582329317,0.6690734055,0.6086480569
0.9745711088,557,440,274,0.5586760281,0.6702767750,0.6094091904
0.9745591879,558,440,273,0.5591182365,0.6714801444,0.6101694915
0.9745138884,559,440,272,0.5595595596,0.6726835138,0.6109289617
0.9745083451,560,440,271,0.5600000000,0.6738868833,0.6116876024
0.9744837880,561,440,270,0.5604395604,0.6750902527,0.6124454148
0.9744703174,561,441,270,0.5598802395,0.6750902527,0.6121112930
0.9744687676,561,442,270,0.5593220339,0.6750902527,0.6117775354
0.9744389653,562,442,269,0.5597609562,0.6762936221,0.6125340599
0.9743468761,563,442,268,0.5601990050,0.6774969916,0.6132897603
0.9743432403,564,442,267,0.5606361829,0.6787003610,0.6140446380
0.9743375778,564,443,267,0.5600794439,0.6787003610,0.6137105550
0.9743202329,564,444,267,0.5595238095,0.6787003610,0.6133768352
0.9743201137,564,445,267,0.5589692765,0.6787003610,0.6130434783
0.9743078947,565,445,266,0.5594059406,0.6799037304,0.6137968495
0.9743013382,566,445,265,0.5598417409,0.6811070999,0.6145494028
0.9742820263,566,446,265,0.5592885375,0.6811070999,0.6142159523
0.9742704630,567,446,264,0.5597235933,0.6823104693,0.6149674620
0.9742639065,568,446,263,0.5601577909,0.6835138387,0.6157181572
0.9742447734,569,446,262,0.5605911330,0.6847172082,0.6164680390
0.9742421508,569,447,262,0.5600393701,0.6847172082,0.6161342718
0.9741935134,570,447,261,0.5604719764,0.6859205776,0.6168831169
0.9741850495,570,448,261,0.5599214145,0.6859205776,0.6165494862
0.9741655588,571,448,260,0.5603532875,0.6871239471,0.6172972973
0.9741513133,571,449,260,0.5598039216,0.6871239471,0.6169638033
0.9741428494,571,450,260,0.5592556317,0.6871239471,0.6166306695
0.9741303921,572,450,259,0.5596868885,0.6883273165,0.6173772261
0.9740456939,573,450,258,0.5601173021,0.6895306859,0.6181229773
0.9740175009,574,450,257,0.5605468750,0.6907340554,0.6188679245
0.9740039706,575,450,256,0.5609756098,0.6919374248,0.6196120690
0.9739478827,575,451,256,0.5604288499,0.6919374248,0.6192784060
0.9739450216,575,452,256,0.5598831548,0.6919374248,0.6189451023
0.9739339352,576,452,255,0.5603112840,0.6931407942,0.6196880043
0.9739308953,577,452,254,0.5607385811,0.6943441637,0.6204301075
0.9739167690,577,453,254,0.5601941748,0.6943441637,0.6200967222
0.9738784432,577,454,254,0.5596508244,0.6943441637,0.6197636950
0.9738677740,578,454,253,0.5600775194,0.6955475331,0.6205045625
0.9738602042,578,455,253,0.5595353340,0.6955475331,0.6201716738
0.9738494754,579,455,252,0.5599613153,0.6967509025,0.6209115282
0.9738075733,580,455,251,0.5603864734,0.6979542720,0.6216505895
0.9738024473,580,456,251,0.5598455598,0.6979542720,0.6213176219
0.9737792611,581,456,250,0.5602700096,0.6991576414,0.6220556745
0.9737553000,582,456,249,0.5606936416,0.7003610108,0.6227929374
0.9737359881,582,457,249,0.5601539942,0.7003610108,0.6224598930
0.9737251401,582,458,249,0.5596153846,0.7003610108,0.6221272047
0.9736966491,583,458,248,0.5600384246,0.7015643803,0.6228632479
0.9736812711,584,458,247,0.5604606526,0.7027677497,0.6235985051
0.9736605883,585,458,246,0.5608820709,0.7039711191,0.6243329776
0.9736463428,586,458,245,0.5613026820,0.7051744886,0.6250666667
0.9736444354,587,458,244,0.5617224880,0.7063778580,0.6257995736
0.9736434221,587,459,244,0.5611854685,0.7063778580,0.6254661694
