threshold,tp,fp,fn,precision,recall,f1
0.9851463437,122,3,717,0.9760000000,0.1454112038,0.2531120332
0.9851460457,123,3,716,0.9761904762,0.1466030989,0.2549222798
0.9851419926,124,3,715,0.9763779528,0.1477949940,0.2567287785
0.9851117730,124,4,715,0.9687500000,0.1477949940,0.2564632885
0.9851095676,125,4,714,0.9689922481,0.1489868892,0.2582644628
0.9851087928,126,4,713,0.9692307692,0.1501787843,0.2600619195
0.9850737453,127,4,712,0.9694656489,0.1513706794,0.2618556701
0.9850660563,128,4,711,0.9696969697,0.1525625745,0.2636457261
0.9850652814,129,4,710,0.9699248120,0.1537544696,0.2654320988
0.9850607514,130,4,709,0.9701492537,0.1549463647,0.2672147996
0.9849979281,131,4,708,0.9703703704,0.1561382598,0.2689938398
0.9849866033,132,4,707,0.9705882353,0.1573301549,0.2707692308
0.9849783182,133,4,706,0.9708029197,0.1585220501,0.2725409836
0.9849261045,134,4,705,0.9710144928,0.1597139452,0.2743091095
0.9849121571,135,4,704,0.9712230216,0.1609058403,0.2760736196
0.9849109650,136,4,703,0.9714285714,0.1620977354,0.2778345250
0.9848895669,137,4,702,0.9716312057,0.1632896305,0.2795918367
0.9848148823,138,4,701,0.9718309859,0.1644815256,0.2813455657
0.9848080873,139,4,700,0.9720279720,0.1656734207,0.2830957230
0.9847831130,140,4,699,0.9722222222,0.1668653159,0.2848423194
0.9847702980,141,4,698,0.9724137931,0.1680572110,0.2865853659
0.9847698212,142,4,697,0.9726027397,0.1692491061,0.2883248731
0.9847543240,143,4,696,0.9727891156,0.1704410012,0.2900608519
0.9847398400,144,4,695,0.9729729730,0.1716328963,0.2917933131
0.9847384691,145,4,694,0.9731543624,0.1728247914,0.2935222672
0.9847361445,146,4,693,0.9733333333,0.1740166865,0.2952477250
0.9847250581,147,4,692,0.9735099338,0.1752085816,0.2969696970
0.9847072959,148,4,691,0.9736842105,0.1764004768,0.2986881937
0.9846673012,149,4,690,0.9738562092,0.1775923719,0.3004032258
0.9845952988,150,4,689,0.9740259740,0.1787842670,0.3021148036
0.9845877886,151,4,688,0.9741935484,0.1799761621,0.3038229376
0.9845766425,152,4,687,0.9743589744,0.1811680572,0.3055276382
0.9845098853,153,4,686,0.9745222930,0.1823599523,0.3072289157
0.9845082760,154,4,685,0.9746835443,0.1835518474,0.3089267803
0.9844750762,155,4,684,0.9748427673,0.1847437426,0.3106212425
0.9844451547,156,4,683,0.9750000000,0.1859356377,0.3123123123
0.9844393134,157,4,682,0.9751552795,0.1871275328,0.3140000000
0.9844353795,158,4,681,0.9753086420,0.1883194279,0.3156843157
0.9844249487,159,4,680,0.9754601227,0.1895113230,0.3173652695
0.9843362570,160,4,679,0.9756097561,0.1907032181,0.3190428714
0.9843348861,161,4,678,0.9757575758,0.1918951132,0.3207171315
0.9843271375,162,4,677,0.9759036145,0.1930870083,0.3223880597
0.9843250513,163,4,676,0.9760479042,0.1942789035,0.3240556660
0.9843125939,164,4,675,0.9761904762,0.1954707986,0.3257199603
0.9843108654,165,4,674,0.9763313609,0.1966626937,0.3273809524
0.9843022823,166,4,673,0.9764705882,0.1978545888,0.3290386521
0.9842993021,167,4,672,0.9766081871,0.1990464839,0.3306930693
0.9842455983,168,4,671,0.9767441860,0.2002383790,0.3323442136
0.9841716886,169,4,670,0.9768786127,0.2014302741,0.3339920949
0.9841172099,170,4,669,0.9770114943,0.2026221692,0.3356367226
0.9840930700,171,4,668,0.9771428571,0.2038140644,0.3372781065
0.9840772152,172,4,667,0.9772727273,0.2050059595,0.3389162562
0.9840713739,173,4,666,0.9774011299,0.2061978546,0.3405511811
0.9840653539,174,4,665,0.9775280899,0.2073897497,0.3421828909
0.9840280414,175,4,664,0.9776536313,0.2085816448,0.3438113949
0.9839725494,176,4,663,0.9777777778,0.2097735399,0.3454367026
0.9839550257,177,4,662,0.9779005525,0.2109654350,0.3470588235
0.9839540720,178,4,661,0.9780219780,0.2121573302,0.3486777669
0.9838864207,179,4,660,0.9781420765,0.2133492253,0.3502935421
0.9838848114,180,4,659,0.9782608696,0.2145411204,0.3519061584
0.9838727117,181,4,658,0.9783783784,0.2157330155,0.3535156250
0.9838428497,182,4,657,0.9784946237,0.2169249106,0.3551219512
0.9838309288,183,4,656,0.9786096257,0.2181168057,0.3567251462
0.9838152528,184,4,655,0.9787234043,0.2193087008,0.3583252191
0.9837704897,185,4,654,0.9788359788,0.2205005959,0.3599221790
0.9837269783,186,4,653,0.9789473684,0.2216924911,0.3615160350
0.9837095737,187,4,652,0.9790575916,0.2228843862,0.3631067961
0.9836620688,187,5,652,0.9739583333,0.2228843862,0.3627546072
0.9836363196,187,6,652,0.9689119171,0.2228843862,0.3624031008
0.9836221337,188,6,651,0.9690721649,0.2240762813,0.3639883833
0.9835832715,189,6,650,0.9692307692,0.2252681764,0.3655705996
0.9835544229,190,6,649,0.9693877551,0.2264600715,0.3671497585
0.9835516810,191,6,648,0.9695431472,0.2276519666,0.3687258687
0.9835485816,192,6,647,0.9696969697,0.2288438617,0.3702989392
0.9835383892,193,6,646,0.9698492462,0.2300357569,0.3718689788
0.9835307002,194,6,645,0.9700000000,0.2312276520,0.3734359962
0.9835088849,194,7,645,0.9651741294,0.2312276520,0.3730769231
0.9834794998,195,7,644,0.9653465347,0.2324195471,0.3746397695
0.9834703803,196,7,643,0.9655172414,0.2336114422,0.3761996161
0.9834595323,197,7,642,0.9656862745,0.2348033373,0.3777564717
0.9833930135,198,7,641,0.9658536585,0.2359952324,0.3793103448
0.9833889008,199,7,640,0.9660194175,0.2371871275,0.3808612440
0.9833557010,200,7,639,0.9661835749,0.2383790226,0.3824091778
0.9833050966,201,7,638,0.9663461538,0.2395709178,0.3839541547
0.9833034277,202,7,637,0.9665071770,0.2407628129,0.3854961832
0.9832828045,203,7,636,0.9666666667,0.2419547080,0.3870352717
0.9832704663,204,7,635,0.9668246445,0.2431466031,0.3885714286
0.9832694530,204,8,635,0.9622641509,0.2431466031,0.3882017127
0.9832596779,205,8,634,0.9624413146,0.2443384982,0.3897338403
0.9832239151,206,8,633,0.9626168224,0.2455303933,0.3912630579
0.9832224250,207,8,632,0.9627906977,0.2467222884,0.3927893738
0.9832054973,208,8,631,0.9629629630,0.2479141836,0.3943127962
0.9831898212,209,8,630,0.9631336406,0.2491060787,0.3958333333
0.9830747247,210,8,629,0.9633027523,0.2502979738,0.3973509934
0.9830558300,211,8,628,0.9634703196,0.2514898689,0.3988657845
0.9830496907,212,8,627,0.9636363636,0.2526817640,0.4003777148
0.9829954505,213,8,626,0.9638009050,0.2538736591,0.4018867925
0.9829781651,214,8,625,0.9639639640,0.2550655542,0.4033930254
0.9829689860,215,8,624,0.9641255605,0.2562574493,0.4048964218
0.9829176068,216,8,623,0.9642857143,0.2574493445,0.4063969897
0.9828647375,217,8,622,0.9644444444,0.2586412396,0.4078947368
0.9828355908,218,8,621,0.9646017699,0.2598331347,0.4093896714
0.9828351140,219,8,620,0.9647577093,0.2610250298,0.4108818011
0.9828335047,220,8,619,0.9649122807,0.2622169249,0.4123711340
0.9827936888,221,8,618,0.9650655022,0.2634088200,0.4138576779
0.9827897549,222,8,617,0.9652173913,0.2646007151,0.4153414406
0.9826824665,223,8,616,0.9653679654,0.2657926103,0.4168224299
0.9826542735,224,8,615,0.9655172414,0.2669845054,0.4183006536
0.9826305509,225,8,614,0.9656652361,0.2681764005,0.4197761194
0.9826161861,226,8,613,0.9658119658,0.2693682956,0.4212488350
0.9825558662,227,8,612,0.9659574468,0.2705601907,0.4227188082
0.9825091362,228,8,611,0.9661016949,0.2717520858,0.4241860465
0.9824233055,229,8,610,0.9662447257,0.2729439809,0.4256505576
0.9824176431,229,9,610,0.9621848739,0.2729439809,0.4252553389
0.9823870659,230,9,609,0.9623430962,0.2741358760,0.4267161410
0.9823783040,230,10,609,0.9583333333,0.2741358760,0.4263206673
0.9823713899,230,11,609,0.9543568465,0.2741358760,0.4259259259
0.9823347330,230,12,609,0.9504132231,0.2741358760,0.4255319149
0.9823299050,231,12,608,0.9506172840,0.2753277712,0.4269870610
0.9823296666,232,12,607,0.9508196721,0.2765196663,0.4284395199
0.9823265672,232,13,607,0.9469387755,0.2765196663,0.4280442804
0.9822920561,233,13,606,0.9471544715,0.2777115614,0.4294930876
0.9822731614,234,13,605,0.9473684211,0.2789034565,0.4309392265
0.9822694659,235,13,604,0.9475806452,0.2800953516,0.4323827047
0.9822409749,236,13,603,0.9477911647,0.2812872467,0.4338235294
0.9822198153,237,13,602,0.9480000000,0.2824791418,0.4352617080
0.9822127819,238,13,601,0.9482071713,0.2836710369,0.4366972477
0.9821672440,239,13,600,0.9484126984,0.2848629321,0.4381301558
0.9820766449,240,13,599,0.9486166008,0.2860548272,0.4395604396
0.9820574522,241,13,598,0.9488188976,0.2872467223,0.4409881061
0.9820480347,241,14,598,0.9450980392,0.2872467223,0.4405850091
0.9820407629,241,15,598,0.9414062500,0.2872467223,0.4401826484
0.9819869995,242,15,597,0.9416342412,0.2884386174,0.4416058394
0.9819836617,243,15,596,0.9418604651,0.2896305125,0.4430264357
0.9819558263,244,15,595,0.9420849421,0.2908224076,0.4444444444
0.9819538593,245,15,594,0.9423076923,0.2920143027,0.4458598726
0.9819288254,246,15,593,0.9425287356,0.2932061979,0.4472727273
0.9819284678,247,15,592,0.9427480916,0.2943980930,0.4486830154
0.9819273353,248,15,591,0.9429657795,0.2955899881,0.4500907441
0.9819213152,249,15,590,0.9431818182,0.2967818832,0.4514959202
0.9818998575,250,15,589,0.9433962264,0.2979737783,0.4528985507
0.9818990231,251,15,588,0.9436090226,0.2991656734,0.4542986425
0.9818965197,251,16,588,0.9400749064,0.2991656734,0.4538878843
0.9818826914,251,17,588,0.9365671642,0.2991656734,0.4534778681
0.9818605185,252,17,587,0.9368029740,0.3003575685,0.4548736462
0.9817777872,253,17,586,0.9370370370,0.3015494636,0.4562669071
0.9817743301,254,17,585,0.9372693727,0.3027413588,0.4576576577
0.9817256331,254,18,585,0.9338235294,0.3027413588,0.4572457246
0.9817248583,254,19,585,0.9304029304,0.3027413588,0.4568345324
0.9816392660,254,20,585,0.9270072993,0.3027413588,0.4564240791
0.9816195965,255,20,584,0.9272727273,0.3039332539,0.4578096948
0.9815995097,256,20,583,0.9275362319,0.3051251490,0.4591928251
0.9815735221,257,20,582,0.9277978339,0.3063170441,0.4605734767
0.9815430045,258,20,581,0.9280575540,0.3075089392,0.4619516562
0.9815187454,259,20,580,0.9283154122,0.3087008343,0.4633273703
0.9814870358,260,20,579,0.9285714286,0.3098927294,0.4647006256
0.9814844131,261,20,578,0.9288256228,0.3110846246,0.4660714286
0.9814487100,262,20,577,0.9290780142,0.3122765197,0.4674397859
0.9814339280,263,20,576,0.9293286219,0.3134684148,0.4688057041
0.9814218283,264,20,575,0.9295774648,0.3146603099,0.4701691897
0.9813632965,264,21,575,0.9263157895,0.3146603099,0.4697508897
0.9813497663,265,21,574,0.9265734266,0.3158522050,0.4711111111
0.9812720418,266,21,573,0.9268292683,0.3170441001,0.4724689165
0.9812244177,267,21,572,0.9270833333,0.3182359952,0.4738243123
0.9812080860,268,21,571,0.9273356401,0.3194278903,0.4751773050
0.9811972976,269,21,570,0.9275862069,0.3206197855,0.4765279008
0.9811619520,270,21,569,0.9278350515,0.3218116806,0.4778761062
0.9811574817,271,21,568,0.9280821918,0.3230035757,0.4792219275
0.9811167717,272,21,567,0.9283276451,0.3241954708,0.4805653710
0.9810757637,273,21,566,0.9285714286,0.3253873659,0.4819064431
0.9810686707,274,21,565,0.9288135593,0.3265792610,0.4832451499
0.9810562730,275,21,564,0.9290540541,0.3277711561,0.4845814978
0.9810447097,276,21,563,0.9292929293,0.3289630513,0.4859154930
0.9810369015,277,21,562,0.9295302013,0.3301549464,0.4872471416
0.9810209274,278,21,561,0.9297658863,0.3313468415,0.4885764499
0.9810153246,279,21,560,0.9300000000,0.3325387366,0.4899034241
0.9810138345,280,21,559,0.9302325581,0.3337306317,0.4912280702
0.9809973240,281,21,558,0.9304635762,0.3349225268,0.4925503944
0.9809939861,282,21,557,0.9306930693,0.3361144219,0.4938704028
0.9809828401,283,21,556,0.9309210526,0.3373063170,0.4951881015
0.9809193015,284,21,555,0.9311475410,0.3384982122,0.4965034965
0.9809162021,285,21,554,0.9313725490,0.3396901073,0.4978165939
0.9808937311,286,21,553,0.9315960912,0.3408820024,0.4991273997
0.9808757305,287,21,552,0.9318181818,0.3420738975,0.5004359198
0.9808294773,288,21,551,0.9320388350,0.3432657926,0.5017421603
0.9808045030,289,21,550,0.9322580645,0.3444576877,0.5030461271
0.9807859063,290,21,549,0.9324758842,0.3456495828,0.5043478261
0.9807784557,291,21,548,0.9326923077,0.3468414779,0.5056472632
0.9807691574,292,21,547,0.9329073482,0.3480333731,0.5069444444
0.9807501435,293,21,546,0.9331210191,0.3492252682,0.5082393755
0.9807382226,294,21,545,0.9333333333,0.3504171633,0.5095320624
0.9807219505,295,21,544,0.9335443038,0.3516090584,0.5108225108
0.9807158709,296,21,543,0.9337539432,0.3528009535,0.5121107266
0.9807155132,297,21,542,0.9339622642,0.3539928486,0.5133967156
0.9807124138,298,21,541,0.9341692790,0.3551847437,0.5146804836
0.9807099104,299,21,540,0.9343750000,0.3563766389,0.5159620362
0.9806969166,300,21,539,0.9345794393,0.3575685340,0.5172413793
0.9806524515,301,21,538,0.9347826087,0.3587604291,0.5185185185
0.9806062579,302,21,537,0.9349845201,0.3599523242,0.5197934596
0.9805549979,303,21,536,0.9351851852,0.3611442193,0.5210662081
0.9805365801,304,21,535,0.9353846154,0.3623361144,0.5223367698
0.9805307388,305,21,534,0.9355828221,0.3635280095,0.5236051502
0.9804952145,306,21,533,0.9357798165,0.3647199046,0.5248713551
0.9804775715,306,22,533,0.9329268293,0.3647199046,0.5244215938
0.9804466963,307,22,532,0.9331306991,0.3659117998,0.5256849315
0.9803596139,308,22,531,0.9333333333,0.3671036949,0.5269461078
0.9803003073,308,23,531,0.9305135952,0.3671036949,0.5264957265
0.9802993536,309,23,530,0.9307228916,0.3682955900,0.5277540564
0.9802885056,310,23,529,0.9309309309,0.3694874851,0.5290102389
0.9802882671,310,24,529,0.9281437126,0.3694874851,0.5285592498
0.9802738428,311,24,528,0.9283582090,0.3706793802,0.5298126065
0.9802626967,311,25,528,0.9255952381,0.3706793802,0.5293617021
0.9802430272,312,25,527,0.9258160237,0.3718712753,0.5306122449
0.9802292585,313,25,526,0.9260355030,0.3730631704,0.5318606627
0.9801912308,313,26,526,0.9233038348,0.3730631704,0.5314091681
0.9801719785,313,27,526,0.9205882353,0.3730631704,0.5309584394
0.9801412225,314,27,525,0.9208211144,0.3742550656,0.5322033898
0.9801272154,315,27,524,0.9210526316,0.3754469607,0.5334462320
0.9800928831,316,27,523,0.9212827988,0.3766388558,0.5346869712
0.9800461531,317,27,522,0.9215116279,0.3778307509,0.5359256128
0.9800248742,318,27,521,0.9217391304,0.3790226460,0.5371621622
0.9800246358,318,28,521,0.9190751445,0.3790226460,0.5367088608
0.9800031185,319,28,520,0.9193083573,0.3802145411,0.5379426644
0.9799867272,320,28,519,0.9195402299,0.3814064362,0.5391743892
0.9799571633,321,28,518,0.9197707736,0.3825983313,0.5404040404
